"id","startdate","enddate","duration_in_seconds","q1","q2","q3","q3_other","q4","q4_88_text","q5_1","q6_h","q6_m","q7_h","q7_m","q8_1","q8_2","q8_3","q8_4","q8_5","q8_6","q8_88","q8_88_text","q8_90","q9_1","q9_2","q9_3","q9_4","q9_5","q9_6","q9_7","q9_8","q9_88","q9_88_text","q9_90","q10_1","q10_2","q10_3","q10_4","q10_5","q10_6","q10_7","q10_8","q10_9","q10_10","q10_88","q10_88_text","q10_90","q11_1","q11_2","q11_3","q11_4","q11_5","q11_6","q11_7","q11_8","q11_88","q11_88_text","q11_90","q12_1","q12_2","q12_3","q12_4","q12_5","q12_6","q12_7","q12_8","q12_8_text","q12_9","q13_01_1","q13_02_1","q13_02_2","q13_02_3","q13_02_4","q13_02_5","q13_02_6","q13_02_7","q13_02_8","q13_02_8_text","q13_02_9","q13_02_10","q13_03_1","q13_03_2","q13_03_3","q13_03_4","q13_03_5","q13_03_5_text","q13_03_6","q13_03_7","q13_04_1","q13_04_2","q13_04_3","q13_04_4","q13_04_5","q13_04_6","q13_04_7","q13_04_8","q13_04_8_text","q13_04_9","q13_04_10","q13_05_1","q13_05_2","q13_05_3","q13_05_4","q13_05_5","q13_05_5_text","q13_05_6","q13_05_7","q14_01_1","q14_01_2","q14_01_3","q14_01_4","q14_01_5","q14_01_5_text","q14_02_1","q14_02_2","q14_02_3","q14_02_4","q14_02_5","q14_02_5_text","q14_03_1","q14_03_2","q14_03_3","q14_03_4","q14_03_4_text","q15_01","q15_02_1","q15_02_2","q15_02_3","q15_02_4","q15_02_5","q15_02_6","q15_02_7","q15_02_8","q15_02_9","q15_02_10","q15_02_11","q15_02_12","q15_02_13","q15_02_13_text","q15_03_1","q16","q17_01","q17_02","q18","q19_01","q19_02","q20_01_1","q20_02_1","q21a_1","q21a_2","q21a_3","q21a_4","q21a_5","q21a_6","q21a_6_text","q22_01_1","q22_02_1","q22_03_1","q22_04_1","q22_05_1","q23_01_1","q23_02_1","q23_03_1","q23_04_1","q23_05_1","q24_01_1","q24_02_1","q24_03_1","q24_04_1","q24_05_1","q25_01_1","q25_02_1","q25_03_1","q25_04_1","q26_01_1","q26_02_1","q26_03_1","q27_1","q28_1","q28_2","q28_3","q28_4","q28_4_text","q28_5","q29_1","q29_2","q29_3","q29_4","q29_5","q29_5_text","q30_1","q31_1","q32_1","q33_1","q34_1","q35_1","q36_1","q37a","q38_01_1","q38_02_1","q39_1","q40_1","q41_1","q42_1","rq21a","rq37a","qrq2","rrq2","weight","r"
"P122238",2021-06-23 12:42:07,2021-06-23 12:53:03,656,2,69,4,"",19,"",7,0,30,4,0,1,1,1,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,1,1,NA,NA,"",NA,4,1,1,1,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,1,NA,"",NA,NA,1,1,1,1,1,1,1,NA,"",NA,NA,NA,NA,NA,NA,1,"沒有很大影響",NA,NA,NA,1,1,NA,NA,"",1,NA,1,NA,NA,"",1,NA,NA,NA,"",1,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,"",3,2,NA,NA,2,NA,NA,2,2,NA,NA,NA,NA,NA,1,"已讀",4,4,4,4,4,1,1,1,1,1,4,4,3,2,2,2,2,2,2,4,3,3,3,1,1,NA,NA,"",NA,NA,NA,NA,1,NA,"",4,3,4,3,1,5,2,5,1,3,1,20,20,5,1,1,41,3,0.302964550138771,1
"P122261",2021-06-26 10:48:06,2021-06-26 10:57:28,562,2,69,14,"",18,"",7,0,0,3,0,1,1,1,1,1,1,NA,"",NA,1,1,1,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,1,1,1,1,1,NA,"",NA,3,1,1,1,NA,1,NA,NA,1,"謾罵",NA,NA,NA,NA,NA,NA,NA,"",1,NA,1,1,1,1,1,1,1,NA,"",NA,NA,NA,1,1,NA,NA,"",NA,NA,NA,1,1,1,NA,"",1,1,1,NA,NA,"",1,1,NA,NA,"",1,NA,1,1,1,1,NA,1,1,1,NA,NA,NA,NA,"",3,2,NA,NA,2,NA,NA,2,2,NA,NA,NA,NA,NA,1,"已讀",4,4,4,3,4,1,2,2,1,1,3,3,2,3,4,2,2,2,2,4,4,4,3,1,NA,NA,NA,"",NA,1,NA,NA,1,NA,"",3,3,3,2,2,3,3,5,3,2,3,7,18,3,1,1,41,3,0.302964550138771,1
"P122263",2021-06-26 11:01:17,2021-06-26 11:19:12,1074,2,71,24,"福建省",17,"",7,7,0,2,0,1,1,1,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,1,NA,1,1,NA,NA,"",NA,2,NA,NA,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",1,NA,1,1,NA,1,NA,1,NA,NA,"",NA,NA,NA,1,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,"",NA,1,NA,NA,"",1,NA,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,"",3,2,NA,NA,2,NA,NA,1,1,1,1,1,1,1,NA,"",3,3,2,2,3,1,1,1,1,1,2,3,2,3,2,3,3,3,3,3,2,2,2,1,NA,NA,NA,"",NA,NA,NA,NA,1,NA,"",3,3,3,2,1,3,1,5,4,3,3,40,40,5,2,1,39,2,0.259209053098131,1
"P122264",2021-07-06 12:53:48,2021-07-06 13:35:01,2473,2,68,3,"",8,"",7,1,0,4,0,1,1,1,1,NA,1,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,"",NA,1,NA,1,NA,NA,NA,NA,1,NA,"",NA,1,NA,1,1,1,1,NA,NA,"",NA,3,1,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,1,1,NA,NA,NA,"",NA,NA,1,NA,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",1,NA,NA,1,NA,NA,NA,"",1,NA,NA,NA,NA,"",NA,1,NA,NA,"",1,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,"",2,2,NA,NA,2,NA,NA,3,3,NA,NA,NA,NA,NA,1,"已讀",4,4,4,3,3,2,3,2,1,2,2,3,3,3,3,2,2,2,3,4,4,3,3,NA,1,NA,NA,"",NA,NA,1,1,NA,NA,"",4,3,3,3,3,1,2,5,4,2,2,51,20,5,1,1,42,3,2.02762020775088,1
"P122265",2021-07-05 03:24:07,2021-07-05 03:32:38,511,2,73,3,"",19,"",7,8,0,5,0,1,1,1,1,1,1,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,1,1,1,NA,NA,NA,"",NA,3,1,1,1,NA,NA,NA,1,NA,"",NA,NA,1,1,NA,1,NA,"",NA,NA,1,NA,1,1,NA,NA,NA,NA,"",NA,NA,NA,1,NA,NA,NA,"",NA,NA,1,1,1,1,NA,"",NA,NA,NA,1,NA,"",NA,NA,NA,NA,"",1,NA,1,1,1,NA,NA,1,1,NA,1,NA,NA,NA,"",2,1,2,1,2,NA,NA,1,1,1,1,1,1,1,NA,"",3,3,3,3,3,1,3,2,1,3,3,4,2,3,4,2,2,2,2,4,4,4,4,1,1,NA,NA,"",NA,1,1,1,1,NA,"",3,3,4,3,2,2,2,5,3,3,2,60,10,5,2,1,37,2,0.259209053098131,1
"P123002",2021-06-24 12:19:27,2021-06-24 12:29:14,586,2,76,2,"",20,"",7,8,0,3,30,1,1,1,1,1,1,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,"",NA,1,NA,1,NA,NA,NA,NA,NA,NA,"",NA,1,NA,1,1,1,NA,NA,NA,"",NA,2,1,NA,1,NA,NA,1,NA,NA,"",NA,NA,NA,1,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,NA,"",1,NA,NA,1,1,1,NA,"",1,NA,1,NA,NA,"",NA,NA,NA,NA,"",1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",2,2,NA,NA,2,NA,NA,1,1,NA,NA,NA,NA,NA,1,"已讀",2,2,2,2,3,1,1,1,1,2,3,4,2,3,2,2,3,2,2,4,4,4,4,1,1,NA,NA,"",NA,1,1,NA,1,NA,"",3,2,4,3,1,3,1,5,3,3,3,19,9,5,1,1,34,2,0.215651687131409,1
"P123011",2021-06-23 15:05:18,2021-06-23 15:24:11,1132,1,48,3,"",18,"",7,5,30,2,0,1,NA,1,1,1,1,NA,"",NA,1,1,1,1,NA,NA,1,1,NA,"",NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,1,1,NA,NA,NA,NA,"",NA,NA,NA,1,NA,1,1,1,NA,"",NA,3,1,NA,NA,NA,NA,1,1,NA,"",NA,NA,1,1,NA,NA,NA,"",NA,NA,1,1,1,1,1,1,1,NA,"",NA,NA,NA,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,"",1,1,NA,NA,"",1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,NA,NA,"",4,2,NA,NA,2,NA,NA,1,1,1,NA,1,1,1,NA,"",2,2,2,2,2,1,1,1,1,1,2,3,1,2,4,1,1,1,1,3,2,2,2,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,5,4,3,4,30,30,3,2,1,62,5,0.702717496217967,1
"P123024",2021-06-23 14:01:39,2021-06-23 15:29:24,5264,1,53,2,"",20,"",7,1,0,1,0,1,1,1,1,1,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",NA,1,NA,1,NA,NA,NA,NA,NA,"",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",1,1,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,"",2,2,NA,NA,2,NA,NA,1,1,NA,NA,NA,NA,NA,1,"已讀",3,3,3,2,3,1,1,1,1,1,3,2,2,2,2,2,2,2,3,3,3,3,3,NA,1,NA,NA,"",NA,NA,NA,1,NA,NA,"",4,1,4,2,1,1,1,5,4,3,4,78,37,5,1,1,57,4,0.450735467067655,1
"P123200",2021-06-25 19:40:07,2021-06-25 20:03:12,1385,2,49,2,"",19,"",7,2,0,2,0,1,1,1,1,1,1,NA,"",NA,1,NA,1,1,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,1,NA,1,1,NA,NA,"",NA,3,1,1,1,1,1,1,1,NA,"",NA,NA,1,1,1,1,NA,"",NA,NA,1,1,NA,1,1,NA,NA,NA,"",NA,NA,NA,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,1,1,NA,"",1,1,NA,NA,"",1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,"",2,2,NA,NA,2,NA,NA,2,1,1,NA,1,1,NA,NA,"",3,3,3,3,3,1,1,1,1,2,2,2,2,2,1,2,2,2,3,3,3,3,3,NA,1,NA,NA,"",NA,1,NA,1,NA,NA,"",3,1,3,2,3,3,3,5,4,2,3,50,19,5,2,1,61,5,0.521238296230684,2
"P123206",2021-07-03 11:51:34,2021-07-03 12:12:16,1242,2,50,2,"",7,"",0.5,6,15,4,30,1,1,1,1,1,1,NA,"",NA,1,1,1,1,NA,NA,NA,NA,NA,"",NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,"",NA,1,NA,NA,NA,1,1,NA,NA,NA,"",NA,NA,NA,1,NA,1,1,NA,NA,"",NA,2,1,1,1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",1,NA,1,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,1,1,NA,"",NA,NA,NA,NA,NA,NA,NA,"",1,NA,1,1,NA,"",1,NA,1,NA,"",1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,NA,NA,"",3,2,NA,NA,2,NA,NA,1,1,1,1,1,1,1,1,"已讀",2,2,2,2,2,1,1,1,1,1,1,3,1,2,2,3,3,3,3,2,2,2,3,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,5,4,2,3,60,50,5,1,1,60,5,3.48843883552343,1
"P123209",2021-07-02 17:00:02,2021-07-02 17:18:31,1108,2,79,2,"",19,"",7,9,10,6,0,1,1,1,1,1,1,NA,"",NA,1,1,NA,NA,NA,NA,NA,1,NA,"",NA,1,1,1,NA,NA,1,NA,1,NA,NA,NA,"",NA,1,NA,1,1,NA,NA,NA,NA,NA,"",NA,NA,NA,1,1,1,1,1,NA,"",NA,4,1,1,1,1,NA,1,1,NA,"",NA,NA,NA,1,1,1,NA,"",NA,NA,1,1,1,1,1,1,1,NA,"",NA,NA,NA,1,1,NA,NA,"",NA,NA,NA,1,1,1,NA,"",NA,1,NA,1,NA,"",1,1,NA,NA,"",1,NA,1,1,1,1,NA,1,1,1,1,NA,NA,NA,"",4,1,1,1,2,NA,NA,2,1,1,1,1,1,1,1,"已讀",4,4,4,4,4,2,2,3,2,2,4,4,2,3,4,3,3,4,1,4,4,4,5,1,1,NA,1,"轉發相關的指正或譴責文章",NA,1,1,NA,1,NA,"",4,3,3,4,2,5,2,5,3,2,3,1,41,0,1,1,31,2,0.259209053098131,1
"P123225",2021-06-23 14:19:13,2021-06-23 16:24:35,7522,2,54,11,"",4,"",7,0,0,4,0,1,1,1,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,1,NA,NA,NA,"",NA,4,1,NA,1,1,NA,1,NA,NA,"",NA,NA,1,1,NA,NA,NA,"",NA,NA,NA,NA,NA,1,1,NA,NA,NA,"",NA,NA,NA,1,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",1,1,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",3,2,NA,NA,2,NA,NA,4,1,1,NA,1,NA,NA,NA,"",3,2,4,1,2,1,1,1,1,1,2,3,3,2,3,1,1,3,3,1,1,1,4,NA,1,NA,NA,"",NA,NA,1,NA,1,NA,"",4,1,3,2,1,1,1,5,3,4,3,13,62,5,2,1,56,4,3.17410289073522,1
"P123254",2021-06-25 11:43:36,2021-06-25 12:28:37,2700,1,72,17,"",8,"",7,6,30,3,3,1,1,1,1,1,1,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,1,"Google Meet",NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,"",NA,1,1,1,NA,1,NA,NA,NA,NA,"",NA,1,NA,1,1,1,1,1,NA,"",NA,3,1,1,1,1,1,1,1,NA,"",NA,NA,1,1,1,1,NA,"",NA,NA,1,1,1,1,NA,1,1,NA,"",NA,NA,NA,NA,NA,NA,1,"我有我自己的判斷 別人說的參考而已",NA,NA,1,1,1,NA,NA,"",1,1,1,NA,NA,"",1,1,NA,NA,"",1,NA,1,1,1,1,1,1,1,NA,NA,NA,1,NA,"",3,2,NA,NA,2,NA,NA,1,1,NA,NA,NA,NA,NA,1,"已讀",3,3,3,4,3,1,1,1,2,1,4,4,3,3,4,3,1,3,3,3,4,3,3,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,5,3,3,4,40,50,5,1,1,38,2,2.33878021844237,1
"P123264",2021-06-23 18:36:08,2021-06-30 04:01:16,552308,2,47,2,"",8,"",0.5,4,30,5,0,1,1,1,1,1,1,NA,"",NA,1,1,NA,1,NA,NA,1,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,1,NA,"",NA,1,1,1,1,1,1,NA,NA,"",NA,4,1,NA,NA,NA,NA,1,1,NA,"",NA,NA,1,1,1,1,NA,"",NA,NA,NA,NA,NA,1,1,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,1,1,1,NA,"",1,1,1,1,NA,"",1,1,1,NA,"",1,1,NA,1,1,NA,1,NA,NA,1,NA,NA,1,NA,"",1,1,2,2,2,NA,NA,1,1,NA,NA,NA,NA,NA,1,"已讀",4,4,4,4,4,1,1,1,1,1,4,2,3,1,4,1,1,1,1,4,3,3,4,NA,1,NA,NA,"",NA,1,NA,NA,1,NA,"",1,3,3,4,3,3,3,5,3,2,3,60,0,5,1,1,63,5,3.48843883552343,1
"P123275",2021-07-02 18:32:05,2021-07-02 18:42:14,608,2,72,2,"",18,"",7,3,4,2,3,1,1,1,1,1,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,1,NA,"",NA,1,1,1,NA,NA,NA,NA,1,1,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,1,1,1,1,1,NA,"",NA,4,1,NA,NA,NA,NA,1,NA,NA,"",NA,NA,1,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,1,1,1,NA,"",NA,NA,1,1,1,1,NA,"",1,1,1,1,NA,"",1,1,1,NA,"",1,NA,NA,1,1,NA,NA,1,NA,1,NA,NA,NA,NA,"",2,2,NA,NA,2,NA,NA,1,1,1,1,1,1,1,1,"已讀",2,2,2,2,3,1,1,1,1,1,2,4,4,3,4,2,2,2,2,4,4,4,3,NA,1,NA,NA,"",NA,NA,1,NA,NA,NA,"",3,3,4,3,3,1,1,5,2,2,2,39,41,0,1,1,38,2,0.259209053098131,1
"P123280",2021-06-23 12:20:16,2021-06-23 12:30:43,626,2,62,15,"",20,"",7,3,0,6,0,1,1,1,NA,NA,1,NA,"",NA,1,1,1,NA,1,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,1,NA,1,NA,NA,NA,"",NA,4,1,NA,NA,NA,NA,1,NA,NA,"",NA,NA,1,1,NA,1,NA,"",NA,NA,1,NA,1,1,NA,1,NA,NA,"",NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",1,NA,1,NA,NA,"",NA,NA,NA,NA,"",1,NA,NA,1,1,1,NA,1,1,NA,NA,NA,1,NA,"",1,2,NA,NA,2,NA,NA,1,1,NA,NA,NA,NA,NA,1,"已讀",3,3,3,3,3,1,1,1,1,1,3,4,3,3,3,1,1,1,1,4,4,4,5,1,NA,NA,NA,"",NA,NA,NA,NA,1,NA,"",2,3,5,1,1,1,1,5,5,1,5,100,5,10,1,1,48,3,0.252054531265542,1
"P124011",2021-06-24 21:36:08,2021-06-24 22:00:48,1479,2,41,2,"",16,"",7,0,20,1,30,1,NA,1,NA,NA,1,NA,"",NA,1,NA,1,NA,NA,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"",3,2,NA,NA,2,NA,NA,1,1,1,NA,1,1,NA,NA,"",1,1,1,1,1,1,1,1,1,1,1,2,3,3,4,1,1,1,1,4,4,4,5,NA,1,NA,NA,"",NA,1,1,NA,1,NA,"",1,3,4,3,1,1,1,5,4,3,4,0,0,1,2,1,69,5,0.521238296230684,1
"P124166",2021-06-26 16:32:33,2021-06-26 16:53:35,1261,1,85,2,"",19,"",7,8,30,4,0,1,1,1,1,1,1,NA,"",NA,1,1,1,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,"",NA,1,1,1,NA,NA,NA,NA,NA,NA,"",NA,1,NA,1,1,NA,NA,NA,NA,"",NA,2,1,NA,1,1,1,1,NA,1,"無建設性的悲觀言論",NA,NA,NA,1,NA,1,NA,"",NA,NA,1,1,1,1,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,1,1,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",1,NA,1,1,1,1,NA,1,1,1,NA,NA,1,NA,"",3,2,NA,NA,2,NA,NA,1,2,1,1,1,1,1,1,"已讀",4,4,3,3,4,2,3,2,2,3,4,4,2,3,2,1,1,2,1,4,4,4,3,1,1,NA,NA,"",NA,NA,NA,NA,1,NA,"",4,3,4,2,2,4,1,5,4,3,4,10,15,4,1,1,25,1,0.379128944895601,1
"P124195",2021-07-02 22:29:37,2021-07-02 23:12:04,2547,2,74,24,"湖南",8,"",7,8,0,8,0,1,1,NA,1,NA,1,NA,"",NA,1,1,1,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,1,1,1,NA,NA,"",NA,4,1,NA,1,NA,1,NA,NA,NA,"",NA,NA,NA,1,NA,NA,NA,"",NA,NA,1,NA,1,1,NA,NA,1,NA,"",NA,NA,NA,1,1,NA,NA,"",NA,NA,1,1,1,NA,NA,"",1,1,NA,NA,NA,"",1,1,NA,NA,"",1,1,NA,1,1,NA,NA,1,1,NA,NA,NA,1,NA,"",2,2,NA,NA,2,NA,NA,1,1,1,1,1,1,1,1,"已讀",3,3,3,3,3,1,1,1,1,1,2,3,2,3,3,1,1,3,3,3,3,3,3,NA,1,NA,NA,"",NA,1,NA,NA,1,NA,"",3,3,3,2,1,1,2,5,4,3,4,51,49,5,1,1,36,2,1.73478221743437,1
"P125017",2021-07-09 22:51:08,2021-07-09 23:02:28,679,2,73,3,"",19,"",7,4,0,2,0,1,1,1,1,1,1,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,1,1,NA,NA,NA,NA,"",NA,2,1,NA,1,1,1,1,NA,NA,"",NA,NA,NA,NA,NA,1,NA,"",NA,NA,1,NA,1,1,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",1,NA,NA,1,1,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",1,1,NA,1,1,1,NA,NA,1,NA,1,NA,NA,NA,"",3,2,NA,NA,2,NA,NA,1,1,NA,NA,NA,NA,NA,1,"已讀",4,4,4,4,4,1,1,1,1,1,4,1,2,1,1,1,1,1,1,4,4,4,1,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,5,4,3,4,40,30,5,1,1,37,2,0.259209053098131,1
"P125022",2021-06-27 10:51:45,2021-06-27 11:21:56,1811,2,54,16,"",6,"",7,3,0,4,0,1,1,1,1,1,1,NA,"",NA,1,NA,NA,NA,NA,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,NA,NA,NA,1,NA,NA,NA,NA,"",NA,NA,NA,1,NA,1,1,NA,NA,"",NA,3,1,NA,NA,1,1,1,1,NA,"",NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,1,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,NA,"",1,NA,NA,1,NA,"",1,1,NA,NA,"",1,1,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,"",4,2,NA,NA,2,NA,NA,1,1,NA,NA,NA,NA,NA,1,"己讀",1,1,2,1,2,1,1,1,1,1,2,3,1,3,1,1,1,1,1,3,3,3,3,NA,1,NA,NA,"",NA,NA,1,NA,NA,NA,"",3,3,4,3,1,1,1,5,4,4,3,51,50,5,1,1,56,4,2.68948659609176,1
"P125024",2021-07-09 19:09:00,2021-07-09 19:34:48,1548,2,61,10,"",4,"",7,2,30,2,30,1,1,1,1,1,1,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,1,NA,1,NA,NA,NA,"",NA,1,1,1,1,1,NA,NA,NA,"",NA,3,1,1,NA,1,1,1,NA,NA,"",NA,NA,1,1,NA,1,NA,"",NA,NA,1,NA,1,1,1,NA,NA,NA,"",NA,NA,1,1,NA,NA,NA,"",NA,NA,NA,1,1,NA,NA,"",1,1,NA,NA,NA,"",NA,NA,NA,NA,"",1,1,NA,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,"",3,2,NA,NA,2,NA,NA,1,1,1,1,1,1,1,1,"已讀",3,3,3,3,3,3,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,2,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,5,4,3,3,36,36,5,1,1,49,3,2.02762020775088,1
"P125035",2021-07-02 21:42:01,2021-07-02 21:59:02,1020,2,70,16,"",18,"",7,9,20,3,2,1,1,1,1,1,1,NA,"",NA,1,NA,NA,1,NA,NA,NA,NA,NA,"",NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,"",NA,1,NA,NA,NA,1,NA,NA,NA,NA,"",NA,1,NA,1,1,1,NA,1,NA,"",NA,4,1,1,NA,1,1,1,NA,NA,"",NA,NA,1,1,NA,1,NA,"",NA,NA,1,NA,1,1,1,NA,NA,NA,"",NA,NA,1,NA,1,1,NA,"",NA,NA,NA,1,1,1,NA,"",1,1,NA,NA,NA,"",NA,NA,NA,NA,"",1,1,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,"",2,2,NA,NA,2,NA,NA,5,2,1,1,1,1,1,1,"已讀",4,3,3,4,4,2,1,2,2,3,3,3,3,3,2,3,2,2,3,4,4,4,4,NA,NA,1,NA,"",NA,1,NA,NA,1,NA,"",4,3,4,4,3,4,2,5,3,2,2,41,26,2,1,1,40,3,0.302964550138771,1
